,date,duration,views,likes,category_id,hour,update_diff,id,views_diff,views_diff_scaled,likes_diff,likes_diff_scaled
1,2023-05-05T09:00:33Z,661,1233644,10694,22,11,0.33611111111111114,,522.0,-1.6519174041297935,8.0,0.5
2,2023-05-05T09:00:33Z,661,1234179,10700,22,12,0.3375,,535.0,-1.575221238938053,6.0,0.0
3,2023-05-05T09:00:33Z,661,1234829,10705,22,13,0.3388888888888889,,650.0,-0.8967551622418879,5.0,-0.25
4,2023-05-05T09:00:33Z,661,1235574,10710,22,14,0.3402777777777778,,745.0,-0.336283185840708,5.0,-0.25
5,2023-05-05T09:00:33Z,661,1236377,10712,22,15,0.3416666666666667,,803.0,0.0058997050147492625,2.0,-1.0
6,2023-05-05T09:00:33Z,661,1237275,10719,22,16,0.34305555555555556,,898.0,0.5663716814159292,7.0,0.25
7,2023-05-05T09:00:33Z,661,1237790,10729,22,17,0.34444444444444444,,515.0,-1.6932153392330382,10.0,1.0
8,2023-05-05T09:00:33Z,661,1238723,10733,22,18,0.3458333333333333,fUey_cGXGpw,933.0,0.7728613569321534,4.0,-0.5
9,2023-05-05T09:00:33Z,661,1239516,10743,22,19,0.3472222222222222,fUey_cGXGpw,793.0,-0.05309734513274336,10.0,1.0
10,2023-05-05T09:00:33Z,661,1240352,10748,22,20,0.3486111111111111,fUey_cGXGpw,836.0,0.20058997050147492,5.0,-0.25
11,2023-05-05T09:00:33Z,661,1241322,10758,22,21,0.35,fUey_cGXGpw,970.0,0.9911504424778761,10.0,1.0
12,2023-05-05T09:00:33Z,661,1242150,10768,22,22,0.35138888888888886,fUey_cGXGpw,828.0,0.15339233038348082,10.0,1.0
13,2023-05-05T09:00:33Z,661,1242952,10773,22,23,0.3527777777777778,fUey_cGXGpw,802.0,0.0,5.0,-0.25
14,2023-05-05T09:00:33Z,661,1243740,10781,22,0,0.3541666666666667,fUey_cGXGpw,788.0,-0.08259587020648967,8.0,0.5
15,2023-05-05T09:00:33Z,661,1244686,10785,22,1,0.35555555555555557,fUey_cGXGpw,946.0,0.8495575221238938,4.0,-0.5
