video_id,video_title
CjYdEUewIZc,일반서버에서 최강이었던 내가 리부트에서는 뉴비? [팡이요   메이플스토리]
IQqYkkjgkw0,리부트에서 본섭행동 하다가 혼났습니다ㅠㅠ [팡이요   메이플스토리]
lwmUY9s1sPk,이렇게 행복해도 될까요? 200이 코앞인 해피 리부트육성! [팡이요   메이플스토리]
0g-N-xBqZX8,드디어 아케인리버 첫 진입!! 리부트 최강? 보스를 만났다.. [팡이요   메이플스토리]
zd5jEC2va2s,하루만에 미친 스펙업 해버렸습니다 ㄷ [팡이요   메이플스토리]
Ex6hBWyPMV0,무자본의 고충을 알게 됐습니다 [팡이요   메이플스토리]
-RGDtxS2AZE,극최소컷 스펙으로 이게 돼?ㅋㅋ 리부트에서 달달하게 스펙업하기! [팡이요   메이플스토리]
jlga4DrX2aw,그동안 숨겨왔던 시드 실력 공개합니다...! [팡이요   메이플스토리]
E_Oxz-vU1mo,드디어 리부트에서 첫 220렙 달성! 바로 반지 먹으러 갑니다 ㅋㅋ [팡이요   메이플스토리]
G5fz2P5DYu4,리부트는 화날일이 없네요^^ [팡이요   메이플스토리]
mjaYF8KAiRQ,슬슬 비장의 무기를 꺼낼 때가 된 것 같네요 [팡이요   메이플스토리]
m6yCJR51E5Q,리부트 쪼렙 후발대들이 뭉쳤다 ㅋㅋㅋㅋ 우당탕탕 개꿀잼 보스레이드! [팡이요   메이플스토리]
uIhwNzHCT0s,딸기가 좋아! 5초에1업씩 폭풍레벨업! [팡이요   메이플스토리]
puvBzKJXe9M,유니온 키우다가 제대로 벽 느꼈습니다... [팡이요   메이플스토리]
utIXuZ8JMM8,운이 곧 실력이다! 어질어질 리부트 육성기 ㅋㅋ [팡이요   메이플스토리]
t7MPQgFUFck,재획에 중독된거 같습니다 [팡이요   메이플스토리]
TRV1absGGCY,벌써부터 난관 봉착?! 위기의 리부트 육성기 [팡이요   메이플스토리]
aAkkw6L7M6k,드디어 리부트에서 첫 레전드리 템을 만들었습니다!! 감격 ㅠㅠㅠ [팡이요   메이플스토리]
IuT7nkJlayQ,저는 고수가 되고싶지 않아요    [팡이요   메이플스토리]
gFK2CC3GyXs,잠은 참아도 리손실은 못 참습니다 [팡이요   메이플스토리]
aXpmB5BgG4U,12시간 연속 무한 재획+딸깍타임 레쓰고!! [팡이요   메이플스토리]
qd-rgmrKvzI,메소 모으기 쉽지 않네요 [팡이요   메이플스토리]
viEy93rzrP0,전부 불태웠다... 리부트 폭풍 유니온 육성 갑니다!! [팡이요   메이플스토리]
m0LrM3RMNtA,후발대 다시 한번 뭉쳤다!! 블링크싸움승자는? [팡이요   메이플스토리]
p-SOM2nbnok,카데나 캔슬에 푹 빠져버렸다ㅋㅋㅋ 나중에 부캐각 [팡이요   메이플스토리]
F9xjZNBWups,드디어 저도 도미네이터 있어요 ㅠㅠ!! 바로 스펙업까지 레쓰고!! [팡이요   메이플스토리]
2lu0Fduagds,메가버닝부스터 누구에게 쓰는게 맞았을까? [팡이요   메이플스토리]
wbtaDS-YsrI,분명 난 쎄졌는데 기분이 나쁘다 [팡이요   메이플스토리]
35qadrqnlnc,드디어 리부트에서 리레를 먹었다... ㅁㅊ!! [팡이요   메이플스토리]
IIdazcUSfoI,나는 '강화의 신'이다 [팡이요   메이플스토리]
-lgRZHbV8-Q,Private video
