,id,title,category_id,views,likes,favorites,comments,date,date_gap,duration,tags
0,vDGY8JqzLaE,Hogwarts Legacy - PC - Episode 1,20,136,4,0,NaN,2023-02-20T11:00:40Z,1201.72,3379,NaN
1,hXYvSKEzXds,Hogwarts Legacy - PC - Episode 2,20,54,2,0,NaN,2023-02-22T11:00:35Z,1153.72,3609,NaN
2,YTDwU61NN7U,Hogwarts Legacy - PC - Episode 3,20,42,3,0,NaN,2023-02-24T19:00:16Z,1097.73,4495,NaN
3,bArAHqYlMGc,Hogwarts Legacy - PC - Episode 4,20,25,4,0,NaN,2023-02-27T11:00:22Z,1033.73,3026,NaN
4,Yvfs7AA-0r0,Hogwarts Legacy - PC - Episode 5,20,23,2,0,NaN,2023-03-01T11:00:33Z,985.72,3554,NaN
5,N_z8L0T09Qw,Hogwarts Legacy - PC - Episode 6,20,28,2,0,NaN,2023-03-03T11:00:16Z,937.73,4147,NaN
6,w6OkwNGb62w,Hogwarts Legacy - PC - Episode 7,20,21,2,0,NaN,2023-03-06T11:00:39Z,865.72,3720,NaN
7,Er088O0wAX8,Hogwarts Legacy - PC - Episode 8,20,25,2,0,NaN,2023-03-08T11:00:10Z,817.73,4247,NaN
8,fdhwUfspYgI,Hogwarts Legacy - PC - Episode 9,20,37,2,0,NaN,2023-03-10T11:00:27Z,769.72,4771,NaN
9,mzOx7IKBUXo,Hogwarts Legacy - PC - Episode 10,20,61,0,0,NaN,2023-03-17T10:00:34Z,602.72,3519,NaN
10,R9QWa9jTWIc,Hogwarts Legacy - PC - Episode 11,20,23,3,0,NaN,2023-03-20T10:00:21Z,530.73,4800,NaN
11,4n88R42J0XA,Hogwarts Legacy - PC - Episode 12,20,22,3,0,NaN,2023-04-04T10:00:04Z,170.73,4788,NaN
12,-0jeAfpnrLM,Hogwarts Legacy - PC - Episode 13,20,27,2,0,NaN,2023-04-07T10:00:00Z,98.73,5158,NaN
