,id,title,category_id,views,likes,favorites,comments,date,date_gap,duration,tags
0,GDDrCGz91cU,리부트 1생성 해제..방송인 파티 단퐁회 결성합니다..[ 이세계 단퐁회  EP.1 ],20,187672,1090,0,NaN,2023-02-26T12:38:44Z,63673.57,485,"['메이플스토리', '메이플', '바이퍼']"
1,UwWao1oWUvE,리부트 1생성 해제..방송인 파티 단퐁회 결성합니다..[ 이세계 단퐁회  EP.2 ],20,193754,1158,0,NaN,2023-03-01T11:49:14Z,59403.07,644,"['메이플스토리', '메이플', '제논', '리부트']"
2,dyidENqhNSI,초반에 다 팔고 시작했습니다....[ 이세계 단퐁회  EP.3 ],20,197728,1038,0,NaN,2023-03-06T08:20:47Z,52411.53,661,"['메이플스토리', '메이플', '제논', '단퐁회', '리부트']"
3,eXuqauyCgM8,메가버닝으로 하이퍼버닝급 업속도 보여드리겠습니다..[ 이세계 단퐁회  EP.4 ],20,188046,1048,0,NaN,2023-03-08T12:48:05Z,49264.23,579,"['메이플스토리', '메이플', '제논', '리부트', '단퐁회']"
4,xV5Y8mJKphA,춘자 진캐 역전세계가 열리려고 합니다... [ 이세계 단퐁회  EP.5 ],20,137779,878,0,NaN,2023-03-10T10:39:50Z,46512.48,361,"['메이플스토리', '메이플', '제논', '시드', '리부트', '단퐁회']"
5,-tQx4qEU1ig,쐈어요 그 하나 낭만으로 하는 제논...[ 이세계 단퐁회  EP.6 ],20,169122,1072,0,NaN,2023-03-12T10:57:02Z,43615.28,587,"['메이플스토리', '메이플', '제논', '단퐁회', '리부트']"
6,9zbprp6hJps,내 스매셔 기달려줘..............[ 이세계 단퐁회  EP.7 ],20,132551,909,0,NaN,2023-03-15T13:33:47Z,39138.53,909,"['메이플스토리', '캐논슈터', '메이플']"
7,VCK6Zk7oQlQ,저도 이젠 리레 오너입니다ㅋㅋ [ 이세계 단퐁회 EP.8 ],20,194772,951,0,NaN,2023-03-18T11:07:08Z,34965.18,552,"['메이플스토리', '메이플', '제논', '단퐁회', '리부트']"
8,KHUMLeASFiM,명훈이 격파 완료했습니다 ㅋㅋ [ 이세계 단퐁회 EP.9 ],20,193037,1231,0,NaN,2023-03-21T11:00:13Z,30652.1,818,"['메이플스토리', '메이플', '제논', '단퐁회', '리부트']"
9,4GSJLuszhjk,시드링 빼고 다 가진남자............[ 이세계 단퐁회 EP.10 ],20,171601,916,0,NaN,2023-03-23T11:41:32Z,27730.79,527,"['메이플스토리', '메이플', '제논', '리부트', '단퐁회']"
10,VLGB61jVJDA,진춘 역전세계.....이번에 뒤집어 보겠습니다..[ 이세계 단퐁회 EP.11 ],20,189486,1178,0,NaN,2023-03-25T10:58:15Z,24894.07,492,"['메이플스토리', '메이플', '제논', '단퐁회', '리부트']"
11,zDO9Zb_Dr2c,진짜 X댄거 같습니다....[ 이세계 단퐁회 EP.12 ],20,158770,1229,0,NaN,2023-03-27T12:06:23Z,21945.94,556,"['메이플스토리', '메이플', '제논', '리레', '시드', '단퐁회', '리부트']"
12,SGJLq5TMK9Q,비숍 자전 위기에 처했습니다...[ 이세계 단퐁회 EP.13 ],20,126835,828,0,NaN,2023-03-31T03:00:10Z,16732.16,483,"['메이플스토리', '메이플', '제논', '리부트', '단퐁회']"
13,o6OH8n1NEWo,리레는 1렙이지만 딜량은 1등입니다...[ 이세계 단퐁회 EP.14 ],20,174928,1058,0,NaN,2023-04-01T11:35:12Z,14777.13,863,"['메이플스토리', '메이플', '제논', '단퐁회', '리부트']"
14,JhScBePh7Zk,단퐁회 멤버들의 고민이 깊습니다..[ 이세계 단퐁회 EP.15 ],20,195278,1274,0,NaN,2023-04-03T11:34:22Z,11897.96,510,"['메이플스토리', '캐논슈터', '메이플']"
15,S6eg1SfYdgg,내안의 진캐가 꿈틀거린다..........[ 이세계 단퐁회 EP.16 ],20,189334,1227,0,NaN,2023-04-05T13:30:13Z,8902.11,481,"['메이플스토리', '메이플', '제논', '리부트', '단퐁회']"
16,Jf3946aBGfA,단퐁회 시드링수1위 진캐로이드 전투력은?ㄷㄷ [ 이세계 단퐁회 EP.17 ],20,130364,770,0,NaN,2023-04-08T11:34:24Z,4697.93,497,"['메이플스토리', '메이플', '제논', '단퐁회', '리부트']"
17,EHQHflKRA2s,미쳐버린 큐브운ㄷㄷ비틱의 때가 돌아오는거 같습니다ㅋㅋ [ 이세계 단퐁회 EP.18 ],20,129294,923,0,NaN,2023-04-10T11:39:06Z,1813.23,609,"['메이플스토리', '메이플', '제논', '단퐁회', '리부트']"
